season,gameDate,gameID,period,eventOrder,teamName,playerName,gameTime,eventText,eventType,eventSubType,homeScore,homeTeam,awayScore,awayTeam,x,y
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,131,MT Melsungen,Olle Forsell Schefvert,40:03:00,Six Metre Goal Made,goal,sixMetre,20,MT Melsungen,20,Rhein-Neckar Löwen,80.56,76.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,132,MT Melsungen,Kristóf Palasics,40:06:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,20,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,133,MT Melsungen,Olle Forsell Schefvert,40:53:00,Two Minutes Suspension,suspension,twoMinutes,20,MT Melsungen,20,Rhein-Neckar Löwen,80.56,76.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,134,Rhein-Neckar Löwen,Jannik Kohlbacher,41:01:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,20,MT Melsungen,20,Rhein-Neckar Löwen,80.56,76.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,135,MT Melsungen,Olle Forsell Schefvert,41:01:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,20,MT Melsungen,20,Rhein-Neckar Löwen,80.56,76.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,136,Rhein-Neckar Löwen,David Móré,41:01:00,Seven Metre Penalty Missed,goal,sevenMetrePenalty,20,MT Melsungen,20,Rhein-Neckar Löwen,80.56,76.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,137,Rhein-Neckar Löwen,David Móré,41:06:00,Six Metre Goal Made,goal,sixMetre,20,MT Melsungen,21,Rhein-Neckar Löwen,20.94,45.53
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,138,MT Melsungen,NA,41:17:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,21,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,139,Rhein-Neckar Löwen,Robert Timmermeister,41:44:00,Two Minutes Suspension,suspension,twoMinutes,20,MT Melsungen,21,Rhein-Neckar Löwen,20.94,45.53
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,140,MT Melsungen,Arnar Freyr Arnarsson,41:58:00,Rule Technical Fault,technicalFault,ruleFault,20,MT Melsungen,21,Rhein-Neckar Löwen,72.82,29.87
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,141,MT Melsungen,Kristóf Palasics,42:05:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,21,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,142,Rhein-Neckar Löwen,NA,42:12:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,21,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,143,Rhein-Neckar Löwen,Jannik Kohlbacher,42:29:00,Six Metre Goal Made,goal,sixMetre,20,MT Melsungen,22,Rhein-Neckar Löwen,18.38,69.11
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,144,Rhein-Neckar Löwen,Haukur Thrastarson,42:29:00,Assist,assist,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,145,MT Melsungen,NA,42:40:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,146,Rhein-Neckar Löwen,David Späth,42:43:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,147,MT Melsungen,Marti  Soler,43:10:00,Wing Goal Missed,goal,wing,20,MT Melsungen,22,Rhein-Neckar Löwen,90.15,8.78
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,148,MT Melsungen,Kristóf Palasics,43:18:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,149,Rhein-Neckar Löwen,NA,43:23:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,150,MT Melsungen,Nikolaj Enderleit,43:55:00,Two Minutes Suspension,suspension,twoMinutes,20,MT Melsungen,22,Rhein-Neckar Löwen,90.15,8.78
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,151,Rhein-Neckar Löwen,David Späth,44:01:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,22,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,152,Rhein-Neckar Löwen,Haukur Thrastarson,44:23:00,Six Metre Goal Made,goal,sixMetre,20,MT Melsungen,23,Rhein-Neckar Löwen,23.79,56.08
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,153,MT Melsungen,NA,44:34:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,23,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,154,MT Melsungen,Uladzislau Kulesh,45:38:00,Back Court Goal Missed,goal,backCourt,20,MT Melsungen,23,Rhein-Neckar Löwen,77.6,23.72
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,155,MT Melsungen,Kristóf Palasics,45:45:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,23,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,156,Rhein-Neckar Löwen,Jannik Kohlbacher,45:46:00,Assist,assist,NA,20,MT Melsungen,23,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,157,Rhein-Neckar Löwen,Patrick Groetzki,45:46:00,Six Metre Goal Made,goal,sixMetre,20,MT Melsungen,24,Rhein-Neckar Löwen,18.31,21.82
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,158,MT Melsungen,NA,46:00:00,Time Out by Team,timeOut,team,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,159,MT Melsungen,NA,46:00:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,160,Rhein-Neckar Löwen,Jannik Kohlbacher,46:26:00,Two Minutes Suspension,suspension,twoMinutes,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,161,MT Melsungen,László Bartucz,46:27:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,162,MT Melsungen,Olle Forsell Schefvert,46:41:00,Ball Technical Fault,technicalFault,ballFault,20,MT Melsungen,24,Rhein-Neckar Löwen,79.26,46.41
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,163,Rhein-Neckar Löwen,NA,47:03:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,164,Rhein-Neckar Löwen,Haukur Thrastarson,47:43:00,Nine Metre Goal Missed,goal,nineMetre,20,MT Melsungen,24,Rhein-Neckar Löwen,26.49,53.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,165,Rhein-Neckar Löwen,David Späth,47:48:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,166,MT Melsungen,NA,48:06:00,Goalkeeper Change,goalKeeperChange,NA,20,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,167,MT Melsungen,Adrian Sipos,48:10:00,Six Metre Goal Made,goal,sixMetre,21,MT Melsungen,24,Rhein-Neckar Löwen,78.36,45.97
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,168,MT Melsungen,Dainis Kristopans,48:10:00,Assist,assist,NA,21,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,169,MT Melsungen,László Bartucz,48:17:00,Goalkeeper Change,goalKeeperChange,NA,21,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,170,Rhein-Neckar Löwen,NA,48:20:00,Goalkeeper Change,goalKeeperChange,NA,21,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,171,Rhein-Neckar Löwen,Patrick Groetzki,48:45:00,Wing Goal Missed,goal,wing,21,MT Melsungen,24,Rhein-Neckar Löwen,11.98,6.5
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,172,Rhein-Neckar Löwen,David Späth,48:51:00,Goalkeeper Change,goalKeeperChange,NA,21,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,173,MT Melsungen,Dainis Kristopans,48:58:00,Ball Technical Fault,technicalFault,ballFault,21,MT Melsungen,24,Rhein-Neckar Löwen,79.88,45.81
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,174,Rhein-Neckar Löwen,Jannik Kohlbacher,49:33:00,Ball Technical Fault,technicalFault,ballFault,21,MT Melsungen,24,Rhein-Neckar Löwen,25.74,12.86
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,175,MT Melsungen,NA,49:41:00,Goalkeeper Change,goalKeeperChange,NA,21,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,176,MT Melsungen,Arnar Freyr Arnarsson,50:08:00,Six Metre Goal Made,goal,sixMetre,22,MT Melsungen,24,Rhein-Neckar Löwen,79.4,48.55
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,177,MT Melsungen,Dainis Kristopans,50:08:00,Assist,assist,NA,22,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,178,MT Melsungen,László Bartucz,50:16:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,179,Rhein-Neckar Löwen,NA,50:28:00,Time Out by Team,timeOut,team,22,MT Melsungen,24,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,180,Rhein-Neckar Löwen,Jannik Kohlbacher,50:50:00,Six Metre Goal Made,goal,sixMetre,22,MT Melsungen,25,Rhein-Neckar Löwen,17.66,27.6
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,181,Rhein-Neckar Löwen,Edwin Aspenbäck,50:50:00,Assist,assist,NA,22,MT Melsungen,25,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,182,MT Melsungen,NA,50:58:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,25,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,183,MT Melsungen,Nikolaj Enderleit,52:13:00,Six Metre Goal Missed,goal,sixMetre,22,MT Melsungen,25,Rhein-Neckar Löwen,79.12,29.48
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,184,MT Melsungen,László Bartucz,52:21:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,25,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,185,Rhein-Neckar Löwen,Dani Baijens,52:21:00,Six Metre Goal Made,goal,sixMetre,22,MT Melsungen,26,Rhein-Neckar Löwen,21.36,44.8
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,186,MT Melsungen,Nikolaj Enderleit,52:45:00,Ball Technical Fault,technicalFault,ballFault,22,MT Melsungen,26,Rhein-Neckar Löwen,77.82,12.43
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,187,Rhein-Neckar Löwen,Dani Baijens,53:29:00,Nine Metre Goal Missed,goal,nineMetre,22,MT Melsungen,26,Rhein-Neckar Löwen,25.87,41.04
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,188,MT Melsungen,Adrian Sipos,53:29:00,Block,block,NA,22,MT Melsungen,26,Rhein-Neckar Löwen,25.87,41.04
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,189,MT Melsungen,NA,53:42:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,190,Rhein-Neckar Löwen,Mike Jensen,53:48:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,191,MT Melsungen,László Bartucz,53:52:00,Goalkeeper Change,goalKeeperChange,NA,22,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,192,MT Melsungen,Arnar Freyr Arnarsson,53:53:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,22,MT Melsungen,26,Rhein-Neckar Löwen,25.87,41.04
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,193,Rhein-Neckar Löwen,Haukur Thrastarson,53:53:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,22,MT Melsungen,26,Rhein-Neckar Löwen,25.87,41.04
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,194,MT Melsungen,Florian Drosten,53:53:00,Seven Metre Penalty Made,goal,sevenMetrePenalty,23,MT Melsungen,26,Rhein-Neckar Löwen,25.87,41.04
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,195,Rhein-Neckar Löwen,David Späth,54:04:00,Goalkeeper Change,goalKeeperChange,NA,23,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,196,Rhein-Neckar Löwen,Jannik Kohlbacher,54:50:00,Six Metre Goal Missed,goal,sixMetre,23,MT Melsungen,26,Rhein-Neckar Löwen,18.75,42.92
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,197,MT Melsungen,NA,55:11:00,Goalkeeper Change,goalKeeperChange,NA,23,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,198,MT Melsungen,Marti  Soler,55:26:00,Wing Goal Made,goal,wing,24,MT Melsungen,26,Rhein-Neckar Löwen,89.94,8.24
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,199,MT Melsungen,Uladzislau Kulesh,55:26:00,Assist,assist,NA,24,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,200,MT Melsungen,László Bartucz,55:36:00,Goalkeeper Change,goalKeeperChange,NA,24,MT Melsungen,26,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,201,Rhein-Neckar Löwen,Dani Baijens,56:05:00,Six Metre Goal Made,goal,sixMetre,24,MT Melsungen,27,Rhein-Neckar Löwen,21.99,38.13
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,202,MT Melsungen,NA,56:14:00,Goalkeeper Change,goalKeeperChange,NA,24,MT Melsungen,27,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,203,MT Melsungen,Dainis Kristopans,56:48:00,Ball Technical Fault,technicalFault,ballFault,24,MT Melsungen,27,Rhein-Neckar Löwen,69.06,49.13
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,204,MT Melsungen,László Bartucz,56:52:00,Goalkeeper Change,goalKeeperChange,NA,24,MT Melsungen,27,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,205,Rhein-Neckar Löwen,David Móré,57:23:00,Wing Goal Made,goal,wing,24,MT Melsungen,28,Rhein-Neckar Löwen,8.49,91.91
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,206,Rhein-Neckar Löwen,Dani Baijens,57:23:00,Assist,assist,NA,24,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,207,Rhein-Neckar Löwen,Edwin Aspenbäck,57:32:00,Two Minutes Suspension,suspension,twoMinutes,24,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,208,MT Melsungen,NA,57:35:00,Goalkeeper Change,goalKeeperChange,NA,24,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,209,MT Melsungen,Dainis Kristopans,57:40:00,Nine Metre Goal Made,goal,nineMetre,25,MT Melsungen,28,Rhein-Neckar Löwen,74.27,26.21
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,210,MT Melsungen,László Bartucz,57:50:00,Goalkeeper Change,goalKeeperChange,NA,25,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,211,Rhein-Neckar Löwen,NA,57:57:00,Goalkeeper Change,goalKeeperChange,NA,25,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,212,Rhein-Neckar Löwen,David Späth,58:22:00,Goalkeeper Change,goalKeeperChange,NA,25,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,213,Rhein-Neckar Löwen,Robert Timmermeister,58:30:00,Nine Metre Goal Missed,goal,nineMetre,25,MT Melsungen,28,Rhein-Neckar Löwen,30.17,55.34
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,214,MT Melsungen,Dainis Kristopans,58:30:00,Block,block,NA,25,MT Melsungen,28,Rhein-Neckar Löwen,30.17,55.34
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,215,Rhein-Neckar Löwen,Lukas Sandell,58:35:00,Rule Technical Fault,technicalFault,ruleFault,25,MT Melsungen,28,Rhein-Neckar Löwen,20.25,23.13
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,216,MT Melsungen,Dimitri Ignatow,58:51:00,Wing Goal Made,goal,wing,26,MT Melsungen,28,Rhein-Neckar Löwen,91.4,89.17
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,217,MT Melsungen,Nikolaj Enderleit,58:51:00,Assist,assist,NA,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,218,Rhein-Neckar Löwen,NA,58:57:00,Goalkeeper Change,goalKeeperChange,NA,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,219,Rhein-Neckar Löwen,NA,59:17:00,Time Out by Team,timeOut,team,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,220,Rhein-Neckar Löwen,David Späth,59:17:00,Goalkeeper Change,goalKeeperChange,NA,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,221,Rhein-Neckar Löwen,NA,59:17:00,Goalkeeper Change,goalKeeperChange,NA,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,222,Rhein-Neckar Löwen,Lukas Sandell,59:28:00,Rule Technical Fault,technicalFault,ruleFault,26,MT Melsungen,28,Rhein-Neckar Löwen,22.12,53.59
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,223,Rhein-Neckar Löwen,David Späth,59:33:00,Goalkeeper Change,goalKeeperChange,NA,26,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,224,MT Melsungen,Olle Forsell Schefvert,59:46:00,Nine Metre Goal Made,goal,nineMetre,27,MT Melsungen,28,Rhein-Neckar Löwen,58.86,39.74
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,225,MT Melsungen,László Bartucz,59:46:00,Assist,assist,NA,27,MT Melsungen,28,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,226,Rhein-Neckar Löwen,Jannik Kohlbacher,59:53:00,Six Metre Goal Made,goal,sixMetre,27,MT Melsungen,29,Rhein-Neckar Löwen,22.31,42.34
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,227,Rhein-Neckar Löwen,Dani Baijens,59:53:00,Assist,assist,NA,27,MT Melsungen,29,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,228,MT Melsungen,Adrian Sipos,60:00:00,Seven Metre Penalty Awarded,sevenMetrePenalty,awarded,27,MT Melsungen,29,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,229,Rhein-Neckar Löwen,Lukas Sandell,60:00:00,Seven Metre Penalty Caused,sevenMetrePenalty,caused,27,MT Melsungen,29,Rhein-Neckar Löwen,NA,NA
2025,8/29/2025,c9ebe4b9-5ca5-11f0-b9d0-d509415b4f76,2,230,MT Melsungen,Florian Drosten,60:00:00,Seven Metre Penalty Missed,goal,sevenMetrePenalty,27,MT Melsungen,29,Rhein-Neckar Löwen,NA,NA
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,1,HSG Wetzlar,Anadin Suljakovic,0:00,Goalkeeper Change,goalKeeperChange,NA,0,HSG Wetzlar,0,SG Flensburg-Handewitt,NA,NA
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,2,SG Flensburg-Handewitt,Kevin Møller,0:00,Goalkeeper Change,goalKeeperChange,NA,0,HSG Wetzlar,0,SG Flensburg-Handewitt,NA,NA
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,3,SG Flensburg-Handewitt,Lasse Møller,0:49,Nine Metre Goal Made,goal,nineMetre,0,HSG Wetzlar,1,SG Flensburg-Handewitt,74.74,67.16
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,4,HSG Wetzlar,Dominik Mappes,1:35,Nine Metre Goal Missed,goal,nineMetre,0,HSG Wetzlar,1,SG Flensburg-Handewitt,25.17,38.01
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,5,SG Flensburg-Handewitt,Blaž Blagotinšek,1:35,Block,block,NA,0,HSG Wetzlar,1,SG Flensburg-Handewitt,25.17,38.01
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,6,HSG Wetzlar,Dominik Mappes,1:47,Six Metre Goal Missed,goal,sixMetre,0,HSG Wetzlar,1,SG Flensburg-Handewitt,23.86,35.24
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,7,SG Flensburg-Handewitt,Johannes Golla,2:17,Six Metre Goal Missed,goal,sixMetre,0,HSG Wetzlar,1,SG Flensburg-Handewitt,78.93,42.25
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,8,HSG Wetzlar,Stefan Cavor,2:30,Six Metre Goal Made,goal,sixMetre,1,HSG Wetzlar,1,SG Flensburg-Handewitt,18.44,22.88
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,9,SG Flensburg-Handewitt,Emil Jakobsen,3:13,Back Court Goal Made,goal,backCourt,1,HSG Wetzlar,2,SG Flensburg-Handewitt,87.94,13.1
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,10,SG Flensburg-Handewitt,Marko Grgic,3:13,Assist,assist,NA,1,HSG Wetzlar,2,SG Flensburg-Handewitt,NA,NA
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,11,HSG Wetzlar,Philipp Ahouansou,4:06,Nine Metre Goal Missed,goal,nineMetre,1,HSG Wetzlar,2,SG Flensburg-Handewitt,25.79,40.96
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,12,SG Flensburg-Handewitt,Emil Jakobsen,4:23,Six Metre Goal Made,goal,sixMetre,1,HSG Wetzlar,3,SG Flensburg-Handewitt,87.85,13.84
2025,8/30/2025,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,1,13,SG Flensburg-Handewitt,Lasse Møller,4:23,Assist,assist,NA,1,HSG Wetzlar,3,SG Flensburg-Handewitt,NA,NA
