GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
5,2009,30.09.2008,DJK MJC Trier,HC Leipzig,27,26,
6,2009,04.10.2008,BV Borussia 09 Dortmund,Frisch Auf Göppingen,25,25,
6,2009,05.10.2008,HSG Blomberg-Lippe,DJK MJC Trier,28,22,
6,2009,05.10.2008,TSV Bayer 04 Leverkusen,Buxtehuder SV,34,24,
6,2009,08.10.2008,HSG Sulzbach/Leidersbach,VfL Oldenburg,28,26,
6,2009,22.10.2008,HC Leipzig,Frankfurter HC,35,30,vom 06.Sptg.
7,2009,11.10.2008,HSG Blomberg-Lippe,Thüringer HC,30,26,
7,2009,11.10.2008,1.FC Nürnberg,TSV Bayer 04 Leverkusen,25,26,
7,2009,11.10.2008,Frisch Auf Göppingen,HC Leipzig,26,28,
7,2009,11.10.2008,DJK MJC Trier,Frankfurter HC,26,29,
7,2009,12.10.2008,Buxtehuder SV,HSG Sulzbach/Leidersbach,32,28,
7,2009,28.10.2008,VfL Oldenburg,BV Borussia 09 Dortmund,30,20,vom 07.Sptg.
8,2009,25.10.2008,Frankfurter HC,Frisch Auf Göppingen,27,31,
8,2009,25.10.2008,Thüringer HC,DJK MJC Trier,29,26,
8,2009,25.10.2008,BV Borussia 09 Dortmund,Buxtehuder SV,22,27,
8,2009,26.10.2008,HC Leipzig,VfL Oldenburg,35,30,
8,2009,26.10.2008,HSG Sulzbach/Leidersbach,1.FC Nürnberg,25,33,
8,2009,26.10.2008,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,35,29,
9,2009,08.11.2008,DJK MJC Trier,Frisch Auf Göppingen,22,18,
9,2009,12.11.2008,1.FC Nürnberg,BV Borussia 09 Dortmund,33,26,
9,2009,12.11.2008,VfL Oldenburg,Frankfurter HC,27,31,
9,2009,12.11.2008,Buxtehuder SV,HC Leipzig,30,20,
9,2009,12.11.2008,HSG Blomberg-Lippe,HSG Sulzbach/Leidersbach,38,27,
9,2009,12.11.2008,Thüringer HC,TSV Bayer 04 Leverkusen,23,26,
10,2009,15.11.2008,Frankfurter HC,Buxtehuder SV,39,36,
10,2009,15.11.2008,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,26,25,
10,2009,15.11.2008,Frisch Auf Göppingen,VfL Oldenburg,24,32,
10,2009,15.11.2008,DJK MJC Trier,TSV Bayer 04 Leverkusen,24,24,
10,2009,16.11.2008,HSG Sulzbach/Leidersbach,Thüringer HC,25,24,
10,2009,19.11.2008,HC Leipzig,1.FC Nürnberg,34,23,
11,2009,28.12.2008,Buxtehuder SV,Frisch Auf Göppingen,26,24,
11,2009,28.12.2008,1.FC Nürnberg,Frankfurter HC,26,27,
11,2009,28.12.2008,VfL Oldenburg,DJK MJC Trier,27,27,
11,2009,28.12.2008,Thüringer HC,BV Borussia 09 Dortmund,29,28,
11,2009,28.12.2008,HSG Blomberg-Lippe,HC Leipzig,29,26,
11,2009,28.12.2008,TSV Bayer 04 Leverkusen,HSG Sulzbach/Leidersbach,30,24,
12,2009,10.01.2009,Thüringer HC,HC Leipzig,31,33,
12,2009,10.01.2009,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,31,24,
12,2009,10.01.2009,Buxtehuder SV,VfL Oldenburg,22,24,
12,2009,10.01.2009,HSG Sulzbach/Leidersbach,DJK MJC Trier,28,28,
12,2009,11.01.2009,HSG Blomberg-Lippe,Frankfurter HC,29,30,
12,2009,28.01.2009,1.FC Nürnberg,Frisch Auf Göppingen,34,23,N 12.Sptg.
13,2009,17.01.2009,Frankfurter HC,Thüringer HC,26,30,
13,2009,17.01.2009,Buxtehuder SV,DJK MJC Trier,33,24,
13,2009,17.01.2009,BV Borussia 09 Dortmund,HSG Sulzbach/Leidersbach,29,29,
13,2009,17.01.2009,Frisch Auf Göppingen,HSG Blomberg-Lippe,29,25,
13,2009,18.01.2009,TSV Bayer 04 Leverkusen,HC Leipzig,28,36,
13,2009,21.01.2009,1.FC Nürnberg,VfL Oldenburg,32,27,
14,2009,21.01.2009,DJK MJC Trier,BV Borussia 09 Dortmund,25,20,
14,2009,24.01.2009,Thüringer HC,Frisch Auf Göppingen,25,24,
14,2009,24.01.2009,HSG Sulzbach/Leidersbach,HC Leipzig,32,28,
14,2009,24.01.2009,1.FC Nürnberg,Buxtehuder SV,25,24,
14,2009,24.01.2009,HSG Blomberg-Lippe,VfL Oldenburg,28,34,
14,2009,25.01.2009,TSV Bayer 04 Leverkusen,Frankfurter HC,30,24,
15,2009,31.01.2009,Frankfurter HC,HSG Sulzbach/Leidersbach,38,30,
15,2009,31.01.2009,DJK MJC Trier,1.FC Nürnberg,21,29,
15,2009,31.01.2009,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,23,24,
15,2009,01.02.2009,VfL Oldenburg,Thüringer HC,29,30,
15,2009,01.02.2009,Buxtehuder SV,HSG Blomberg-Lippe,29,25,
15,2009,18.03.2009,HC Leipzig,BV Borussia 09 Dortmund,18,23,N 15.Sptg.
16,2009,20.12.2008,HSG Sulzbach/Leidersbach,Frisch Auf Göppingen,34,32,V 16.Sptg
16,2009,04.02.2009,Thüringer HC,Buxtehuder SV,25,26,
16,2009,04.02.2009,HC Leipzig,DJK MJC Trier,31,24,
16,2009,04.02.2009,TSV Bayer 04 Leverkusen,VfL Oldenburg,24,21,
16,2009,07.02.2009,HSG Blomberg-Lippe,1.FC Nürnberg,19,19,
16,2009,07.02.2009,BV Borussia 09 Dortmund,Frankfurter HC,29,26,
17,2009,21.02.2009,Frankfurter HC,HC Leipzig,29,28,
17,2009,21.02.2009,VfL Oldenburg,HSG Sulzbach/Leidersbach,28,27,
17,2009,21.02.2009,Buxtehuder SV,TSV Bayer 04 Leverkusen,21,23,
17,2009,21.02.2009,1.FC Nürnberg,Thüringer HC,29,28,
17,2009,21.02.2009,DJK MJC Trier,HSG Blomberg-Lippe,30,34,
17,2009,22.02.2009,Frisch Auf Göppingen,BV Borussia 09 Dortmund,30,27,
18,2009,11.03.2009,TSV Bayer 04 Leverkusen,1.FC Nürnberg,25,22,
18,2009,11.03.2009,Thüringer HC,HSG Blomberg-Lippe,25,24,
18,2009,11.03.2009,HC Leipzig,Frisch Auf Göppingen,29,23,
18,2009,14.03.2009,Frankfurter HC,DJK MJC Trier,34,34,
18,2009,14.03.2009,BV Borussia 09 Dortmund,VfL Oldenburg,24,27,
18,2009,15.03.2009,HSG Sulzbach/Leidersbach,Buxtehuder SV,30,30,
19,2009,21.03.2009,Buxtehuder SV,BV Borussia 09 Dortmund,27,19,
19,2009,21.03.2009,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,24,23,
19,2009,21.03.2009,1.FC Nürnberg,HSG Sulzbach/Leidersbach,33,35,
19,2009,21.03.2009,Frisch Auf Göppingen,Frankfurter HC,26,21,
19,2009,25.03.2009,VfL Oldenburg,HC Leipzig,24,24,
19,2009,25.03.2009,DJK MJC Trier,Thüringer HC,26,26,
20,2009,28.03.2009,Frankfurter HC,VfL Oldenburg,33,32,
20,2009,28.03.2009,HSG Sulzbach/Leidersbach,HSG Blomberg-Lippe,30,29,
20,2009,28.03.2009,BV Borussia 09 Dortmund,1.FC Nürnberg,25,28,
20,2009,29.03.2009,Frisch Auf Göppingen,DJK MJC Trier,29,30,
20,2009,29.03.2009,HC Leipzig,Buxtehuder SV,21,21,
20,2009,29.03.2009,TSV Bayer 04 Leverkusen,Thüringer HC,33,31,
21,2009,18.04.2009,VfL Oldenburg,Frisch Auf Göppingen,24,33,
21,2009,19.04.2009,Buxtehuder SV,Frankfurter HC,24,21,
21,2009,22.04.2009,1.FC Nürnberg,HC Leipzig,23,29,
21,2009,22.04.2009,Thüringer HC,HSG Sulzbach/Leidersbach,29,25,
21,2009,22.04.2009,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,34,23,
21,2009,22.04.2009,TSV Bayer 04 Leverkusen,DJK MJC Trier,32,31,
22,2009,25.04.2009,Frankfurter HC,1.FC Nürnberg,28,26,
22,2009,25.04.2009,DJK MJC Trier,VfL Oldenburg,24,26,
22,2009,25.04.2009,BV Borussia 09 Dortmund,Thüringer HC,26,26,
22,2009,25.04.2009,HC Leipzig,HSG Blomberg-Lippe,31,24,
22,2009,25.04.2009,Frisch Auf Göppingen,Buxtehuder SV,27,37,
22,2009,25.04.2009,HSG Sulzbach/Leidersbach,TSV Bayer 04 Leverkusen,22,27,
1,2010,05.09.2009,BV Borussia 09 Dortmund,Frisch Auf Göppingen,27,30,
1,2010,05.09.2009,Frankfurter HC,TSV Bayer 04 Leverkusen,25,27,
1,2010,05.09.2009,SVG Celle,Thüringer HC,24,33,
1,2010,05.09.2009,VfL Sindelfingen,Buxtehuder SV,27,27,
1,2010,06.09.2009,HC Leipzig,VfL Oldenburg,33,32,
1,2010,06.09.2009,DJK MJC Trier,HSG Blomberg-Lippe,30,29,
2,2010,12.09.2009,VfL Oldenburg,DJK MJC Trier,41,34,
2,2010,12.09.2009,HSG Blomberg-Lippe,VfL Sindelfingen,33,23,
2,2010,12.09.2009,Thüringer HC,HC Leipzig,26,28,
2,2010,13.09.2009,Buxtehuder SV,Frankfurter HC,29,26,
2,2010,13.09.2009,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,33,28,
2,2010,13.09.2009,Frisch Auf Göppingen,SVG Celle,33,36,
3,2010,18.09.2009,BV Borussia 09 Dortmund,Buxtehuder SV,28,29,
3,2010,19.09.2009,HC Leipzig,DJK MJC Trier,41,28,
3,2010,19.09.2009,Thüringer HC,Frisch Auf Göppingen,29,27,
3,2010,19.09.2009,SVG Celle,TSV Bayer 04 Leverkusen,28,32,
3,2010,19.09.2009,VfL Sindelfingen,VfL Oldenburg,32,35,
3,2010,20.09.2009,Frankfurter HC,HSG Blomberg-Lippe,21,22,
4,2010,30.09.2009,TSV Bayer 04 Leverkusen,Thüringer HC,37,25,
4,2010,03.10.2009,Buxtehuder SV,SVG Celle,25,19,
4,2010,03.10.2009,DJK MJC Trier,VfL Sindelfingen,25,29,
4,2010,04.10.2009,Frisch Auf Göppingen,HC Leipzig,28,29,
4,2010,04.10.2009,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,34,24,
4,2010,04.10.2009,VfL Oldenburg,Frankfurter HC,34,28,
5,2010,10.10.2009,Thüringer HC,Buxtehuder SV,32,23,
5,2010,10.10.2009,BV Borussia 09 Dortmund,VfL Oldenburg,26,29,
5,2010,10.10.2009,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,23,27,
5,2010,10.10.2009,SVG Celle,HSG Blomberg-Lippe,21,27,
5,2010,11.10.2009,HC Leipzig,VfL Sindelfingen,44,34,
5,2010,11.10.2009,Frankfurter HC,DJK MJC Trier,29,26,
6,2010,21.10.2009,TSV Bayer 04 Leverkusen,HC Leipzig,20,22,
6,2010,24.10.2009,Buxtehuder SV,Frisch Auf Göppingen,21,20,
6,2010,24.10.2009,HSG Blomberg-Lippe,Thüringer HC,31,29,
6,2010,24.10.2009,VfL Sindelfingen,Frankfurter HC,31,29,
6,2010,24.10.2009,DJK MJC Trier,BV Borussia 09 Dortmund,31,25,
6,2010,25.10.2009,VfL Oldenburg,SVG Celle,26,27,
7,2010,28.10.2009,Frisch Auf Göppingen,HSG Blomberg-Lippe,33,31,
7,2010,28.10.2009,Thüringer HC,VfL Oldenburg,29,30,
7,2010,28.10.2009,TSV Bayer 04 Leverkusen,Buxtehuder SV,26,21,
7,2010,28.10.2009,HC Leipzig,Frankfurter HC,32,24,
7,2010,31.10.2009,BV Borussia 09 Dortmund,VfL Sindelfingen,27,32,
7,2010,31.10.2009,SVG Celle,DJK MJC Trier,39,36,
8,2010,07.11.2009,Frankfurter HC,BV Borussia 09 Dortmund,35,28,
8,2010,07.11.2009,VfL Sindelfingen,SVG Celle,35,34,
8,2010,08.11.2009,DJK MJC Trier,Thüringer HC,33,28,
8,2010,11.11.2009,Buxtehuder SV,HC Leipzig,27,32,
8,2010,11.11.2009,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,24,25,
8,2010,13.01.2010,VfL Oldenburg,Frisch Auf Göppingen,32,26,N 08.Sptg.
9,2010,30.09.2009,HC Leipzig,BV Borussia 09 Dortmund,34,22,V 09.Sptg.
9,2010,14.11.2009,Buxtehuder SV,HSG Blomberg-Lippe,25,26,
9,2010,14.11.2009,Thüringer HC,VfL Sindelfingen,31,23,
9,2010,14.11.2009,SVG Celle,Frankfurter HC,25,26,
9,2010,15.11.2009,TSV Bayer 04 Leverkusen,VfL Oldenburg,33,22,
9,2010,15.11.2009,Frisch Auf Göppingen,DJK MJC Trier,35,30,
10,2010,18.11.2009,BV Borussia 09 Dortmund,SVG Celle,29,25,
10,2010,18.11.2009,VfL Sindelfingen,Frisch Auf Göppingen,27,29,
10,2010,18.11.2009,Frankfurter HC,Thüringer HC,26,31,
10,2010,18.11.2009,VfL Oldenburg,Buxtehuder SV,29,29,
10,2010,18.11.2009,DJK MJC Trier,TSV Bayer 04 Leverkusen,23,30,
10,2010,18.11.2009,HC Leipzig,HSG Blomberg-Lippe,32,28,
11,2010,30.12.2009,Frankfurter HC,Frisch Auf Göppingen,24,26,
11,2010,30.12.2009,SVG Celle,HC Leipzig,23,29,
11,2010,30.12.2009,Buxtehuder SV,DJK MJC Trier,32,25,
11,2010,30.12.2009,TSV Bayer 04 Leverkusen,VfL Sindelfingen,32,21,
11,2010,30.12.2009,Thüringer HC,BV Borussia 09 Dortmund,24,24,
11,2010,30.12.2009,HSG Blomberg-Lippe,VfL Oldenburg,31,29,
12,2010,02.01.2010,Thüringer HC,SVG Celle,25,20,
12,2010,03.01.2010,Buxtehuder SV,VfL Sindelfingen,31,20,
12,2010,03.01.2010,Frisch Auf Göppingen,BV Borussia 09 Dortmund,32,26,
12,2010,03.01.2010,TSV Bayer 04 Leverkusen,Frankfurter HC,26,26,
12,2010,03.01.2010,HSG Blomberg-Lippe,DJK MJC Trier,38,24,
12,2010,03.01.2010,VfL Oldenburg,HC Leipzig,36,32,
13,2010,16.01.2010,Frankfurter HC,Buxtehuder SV,25,23,
13,2010,16.01.2010,SVG Celle,Frisch Auf Göppingen,27,25,
13,2010,16.01.2010,VfL Sindelfingen,HSG Blomberg-Lippe,23,30,
13,2010,17.01.2010,DJK MJC Trier,VfL Oldenburg,28,28,
13,2010,17.01.2010,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,28,28,
13,2010,20.01.2010,HC Leipzig,Thüringer HC,35,23,
14,2010,23.01.2010,Buxtehuder SV,BV Borussia 09 Dortmund,31,21,
14,2010,24.01.2010,TSV Bayer 04 Leverkusen,SVG Celle,24,24,
14,2010,24.01.2010,Frisch Auf Göppingen,Thüringer HC,24,23,
14,2010,24.01.2010,HSG Blomberg-Lippe,Frankfurter HC,24,26,
14,2010,24.01.2010,VfL Oldenburg,VfL Sindelfingen,28,26,
14,2010,24.02.2010,DJK MJC Trier,HC Leipzig,21,37,N 14.Sptg.
15,2010,27.01.2010,HC Leipzig,Frisch Auf Göppingen,32,24,
15,2010,30.01.2010,Thüringer HC,TSV Bayer 04 Leverkusen,18,21,
15,2010,30.01.2010,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,26,31,
15,2010,30.01.2010,SVG Celle,Buxtehuder SV,25,28,
15,2010,30.01.2010,VfL Sindelfingen,DJK MJC Trier,24,27,
15,2010,31.01.2010,Frankfurter HC,VfL Oldenburg,27,29,
16,2010,03.02.2010,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,28,24,
16,2010,03.02.2010,Buxtehuder SV,Thüringer HC,35,27,
16,2010,03.02.2010,VfL Oldenburg,BV Borussia 09 Dortmund,34,27,
16,2010,03.02.2010,VfL Sindelfingen,HC Leipzig,24,31,
16,2010,06.02.2010,HSG Blomberg-Lippe,SVG Celle,31,25,
16,2010,06.02.2010,DJK MJC Trier,Frankfurter HC,29,34,
17,2010,06.01.2010,HC Leipzig,TSV Bayer 04 Leverkusen,29,29,V 17.Sptg.
17,2010,20.02.2010,Thüringer HC,HSG Blomberg-Lippe,28,24,
17,2010,20.02.2010,BV Borussia 09 Dortmund,DJK MJC Trier,29,28,
17,2010,20.02.2010,SVG Celle,VfL Oldenburg,24,24,
17,2010,21.02.2010,Frankfurter HC,VfL Sindelfingen,37,20,
17,2010,21.02.2010,Frisch Auf Göppingen,Buxtehuder SV,26,31,
18,2010,27.02.2010,Frankfurter HC,HC Leipzig,29,31,
18,2010,27.02.2010,Buxtehuder SV,TSV Bayer 04 Leverkusen,21,27,
18,2010,27.02.2010,HSG Blomberg-Lippe,Frisch Auf Göppingen,24,24,
18,2010,27.02.2010,DJK MJC Trier,SVG Celle,31,25,
18,2010,27.02.2010,VfL Sindelfingen,BV Borussia 09 Dortmund,25,20,
18,2010,28.02.2010,VfL Oldenburg,Thüringer HC,31,18,
19,2010,03.03.2010,HC Leipzig,Buxtehuder SV,32,23,
19,2010,06.03.2010,Thüringer HC,DJK MJC Trier,36,28,
19,2010,06.03.2010,BV Borussia 09 Dortmund,Frankfurter HC,32,24,
19,2010,06.03.2010,SVG Celle,VfL Sindelfingen,22,29,
19,2010,07.03.2010,Frisch Auf Göppingen,VfL Oldenburg,25,25,
19,2010,07.03.2010,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,24,24,
20,2010,10.03.2010,VfL Oldenburg,TSV Bayer 04 Leverkusen,21,20,
20,2010,10.03.2010,BV Borussia 09 Dortmund,HC Leipzig,27,30,
20,2010,10.03.2010,HSG Blomberg-Lippe,Buxtehuder SV,24,20,
20,2010,13.03.2010,Frankfurter HC,SVG Celle,37,31,
20,2010,13.03.2010,VfL Sindelfingen,Thüringer HC,27,27,
20,2010,14.03.2010,DJK MJC Trier,Frisch Auf Göppingen,27,22,
21,2010,27.03.2010,HSG Blomberg-Lippe,HC Leipzig,28,23,
21,2010,27.03.2010,Thüringer HC,Frankfurter HC,20,27,
21,2010,27.03.2010,SVG Celle,BV Borussia 09 Dortmund,33,33,
21,2010,28.03.2010,Buxtehuder SV,VfL Oldenburg,25,34,
21,2010,28.03.2010,Frisch Auf Göppingen,VfL Sindelfingen,32,24,
21,2010,28.03.2010,TSV Bayer 04 Leverkusen,DJK MJC Trier,34,26,
22,2010,07.04.2010,Frisch Auf Göppingen,Frankfurter HC,32,26,
22,2010,07.04.2010,HC Leipzig,SVG Celle,36,26,
22,2010,07.04.2010,DJK MJC Trier,Buxtehuder SV,25,25,
22,2010,07.04.2010,VfL Sindelfingen,TSV Bayer 04 Leverkusen,25,32,
22,2010,07.04.2010,BV Borussia 09 Dortmund,Thüringer HC,32,23,
22,2010,07.04.2010,VfL Oldenburg,HSG Blomberg-Lippe,29,23,
1,2011,04.09.2010,HC Leipzig,SGH Rosengarten-Buchholz,36,20,
1,2011,04.09.2010,Buxtehuder SV,Frankfurter HC,29,27,
1,2011,05.09.2010,DJK MJC Trier,TSV Bayer 04 Leverkusen,22,31,
1,2011,05.09.2010,HSG Blomberg-Lippe,VfL Sindelfingen,25,31,
1,2011,05.09.2010,Frisch Auf Göppingen,Thüringer HC,28,30,
1,2011,24.10.2010,VfL Oldenburg,SG BBM Bietigheim,34,25,N 01.Sptg.
2,2011,11.09.2010,Frankfurter HC,HC Leipzig,23,29,
2,2011,11.09.2010,Thüringer HC,VfL Oldenburg,22,17,
2,2011,11.09.2010,SGH Rosengarten-Buchholz,HSG Blomberg-Lippe,28,36,
2,2011,11.09.2010,VfL Sindelfingen,Frisch Auf Göppingen,27,29,
2,2011,12.09.2010,TSV Bayer 04 Leverkusen,Buxtehuder SV,15,24,
2,2011,12.09.2010,SG BBM Bietigheim,DJK MJC Trier,26,32,
3,2011,15.09.2010,HC Leipzig,TSV Bayer 04 Leverkusen,41,28,
3,2011,18.09.2010,Buxtehuder SV,SG BBM Bietigheim,28,20,
3,2011,18.09.2010,SGH Rosengarten-Buchholz,Frankfurter HC,26,21,
3,2011,19.09.2010,DJK MJC Trier,Thüringer HC,23,33,
3,2011,19.09.2010,VfL Oldenburg,VfL Sindelfingen,32,25,
3,2011,16.02.2011,HSG Blomberg-Lippe,Frisch Auf Göppingen,32,26,Wdh. 03.St.
4,2011,01.10.2010,SG BBM Bietigheim,HC Leipzig,22,31,
4,2011,02.10.2010,Frankfurter HC,HSG Blomberg-Lippe,34,29,
4,2011,02.10.2010,Thüringer HC,Buxtehuder SV,33,23,
4,2011,02.10.2010,VfL Sindelfingen,DJK MJC Trier,31,29,
4,2011,02.10.2010,TSV Bayer 04 Leverkusen,SGH Rosengarten-Buchholz,34,27,
4,2011,03.10.2010,Frisch Auf Göppingen,VfL Oldenburg,23,25,
5,2011,06.10.2010,HC Leipzig,Thüringer HC,22,25,
5,2011,09.10.2010,HSG Blomberg-Lippe,VfL Oldenburg,30,26,
5,2011,09.10.2010,SGH Rosengarten-Buchholz,SG BBM Bietigheim,27,26,
5,2011,09.10.2010,DJK MJC Trier,Frisch Auf Göppingen,22,28,
5,2011,10.10.2010,Buxtehuder SV,VfL Sindelfingen,28,18,
5,2011,10.10.2010,Frankfurter HC,TSV Bayer 04 Leverkusen,28,35,
6,2011,13.10.2010,VfL Oldenburg,DJK MJC Trier,38,24,
6,2011,13.10.2010,Frisch Auf Göppingen,Buxtehuder SV,22,25,
6,2011,16.10.2010,Thüringer HC,SGH Rosengarten-Buchholz,35,21,
6,2011,16.10.2010,VfL Sindelfingen,HC Leipzig,26,27,
6,2011,17.10.2010,SG BBM Bietigheim,Frankfurter HC,29,29,
6,2011,17.10.2010,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,29,28,
7,2011,23.10.2010,HSG Blomberg-Lippe,DJK MJC Trier,31,27,
7,2011,24.10.2010,SGH Rosengarten-Buchholz,VfL Sindelfingen,26,32,
7,2011,24.10.2010,Frankfurter HC,Thüringer HC,28,29,
7,2011,27.10.2010,HC Leipzig,Frisch Auf Göppingen,30,23,
7,2011,27.10.2010,Buxtehuder SV,VfL Oldenburg,26,25,
7,2011,27.10.2010,TSV Bayer 04 Leverkusen,SG BBM Bietigheim,29,21,
8,2011,30.10.2010,Thüringer HC,TSV Bayer 04 Leverkusen,25,30,
8,2011,30.10.2010,VfL Sindelfingen,Frankfurter HC,32,30,
8,2011,31.10.2010,DJK MJC Trier,Buxtehuder SV,25,26,
8,2011,31.10.2010,SG BBM Bietigheim,HSG Blomberg-Lippe,25,34,
8,2011,31.10.2010,Frisch Auf Göppingen,SGH Rosengarten-Buchholz,31,34,
8,2011,31.10.2010,VfL Oldenburg,HC Leipzig,29,31,
9,2011,06.11.2010,Frankfurter HC,Frisch Auf Göppingen,27,27,
9,2011,06.11.2010,HSG Blomberg-Lippe,Buxtehuder SV,22,27,
9,2011,06.11.2010,SGH Rosengarten-Buchholz,VfL Oldenburg,28,39,
9,2011,06.11.2010,TSV Bayer 04 Leverkusen,VfL Sindelfingen,34,31,
9,2011,06.11.2010,SG BBM Bietigheim,Thüringer HC,22,32,
9,2011,05.01.2011,HC Leipzig,DJK MJC Trier,31,22,N 09.Sptg.
10,2011,10.11.2010,Buxtehuder SV,HC Leipzig,30,23,
10,2011,10.11.2010,VfL Oldenburg,Frankfurter HC,33,22,
10,2011,10.11.2010,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,27,29,
10,2011,13.11.2010,VfL Sindelfingen,SG BBM Bietigheim,37,34,
10,2011,14.11.2010,DJK MJC Trier,SGH Rosengarten-Buchholz,27,34,
10,2011,14.11.2010,HSG Blomberg-Lippe,Thüringer HC,26,27,
11,2011,20.11.2010,Frankfurter HC,DJK MJC Trier,25,22,
11,2011,20.11.2010,Thüringer HC,VfL Sindelfingen,31,23,
11,2011,24.11.2010,SG BBM Bietigheim,Frisch Auf Göppingen,25,33,
11,2011,24.11.2010,TSV Bayer 04 Leverkusen,VfL Oldenburg,28,25,
11,2011,24.11.2010,SGH Rosengarten-Buchholz,Buxtehuder SV,19,29,
11,2011,19.01.2011,HC Leipzig,HSG Blomberg-Lippe,27,24,N 11.Sptg.
12,2011,28.12.2010,SG BBM Bietigheim,VfL Oldenburg,24,38,
12,2011,29.12.2010,Frankfurter HC,Buxtehuder SV,33,27,
12,2011,29.12.2010,SGH Rosengarten-Buchholz,HC Leipzig,23,27,
12,2011,29.12.2010,TSV Bayer 04 Leverkusen,DJK MJC Trier,34,24,
12,2011,29.12.2010,VfL Sindelfingen,HSG Blomberg-Lippe,28,24,
12,2011,29.12.2010,Thüringer HC,Frisch Auf Göppingen,25,23,
13,2011,17.11.2010,HC Leipzig,Frankfurter HC,33,36,V 13.Sptg.
13,2011,02.01.2011,Frisch Auf Göppingen,VfL Sindelfingen,25,18,
13,2011,02.01.2011,HSG Blomberg-Lippe,SGH Rosengarten-Buchholz,39,30,
13,2011,02.01.2011,DJK MJC Trier,SG BBM Bietigheim,29,21,
13,2011,02.01.2011,Buxtehuder SV,TSV Bayer 04 Leverkusen,25,23,
13,2011,02.01.2011,VfL Oldenburg,Thüringer HC,30,30,
14,2011,15.01.2011,Frankfurter HC,SGH Rosengarten-Buchholz,34,27,
14,2011,15.01.2011,Thüringer HC,DJK MJC Trier,32,22,
14,2011,15.01.2011,VfL Sindelfingen,VfL Oldenburg,34,39,
14,2011,15.01.2011,SG BBM Bietigheim,Buxtehuder SV,26,36,
14,2011,16.01.2011,TSV Bayer 04 Leverkusen,HC Leipzig,26,27,
14,2011,16.01.2011,Frisch Auf Göppingen,HSG Blomberg-Lippe,30,30,
15,2011,22.01.2011,Buxtehuder SV,Thüringer HC,24,27,
15,2011,22.01.2011,SGH Rosengarten-Buchholz,TSV Bayer 04 Leverkusen,22,30,
15,2011,23.01.2011,HC Leipzig,SG BBM Bietigheim,39,20,
15,2011,23.01.2011,DJK MJC Trier,VfL Sindelfingen,25,26,
15,2011,23.01.2011,HSG Blomberg-Lippe,Frankfurter HC,38,27,
15,2011,23.01.2011,VfL Oldenburg,Frisch Auf Göppingen,34,28,
16,2011,29.01.2011,Thüringer HC,HC Leipzig,35,26,
16,2011,29.01.2011,VfL Sindelfingen,Buxtehuder SV,23,29,
16,2011,29.01.2011,SG BBM Bietigheim,SGH Rosengarten-Buchholz,29,24,
16,2011,30.01.2011,TSV Bayer 04 Leverkusen,Frankfurter HC,26,24,
16,2011,30.01.2011,Frisch Auf Göppingen,DJK MJC Trier,33,32,
16,2011,30.01.2011,VfL Oldenburg,HSG Blomberg-Lippe,33,27,
17,2011,12.02.2011,Buxtehuder SV,Frisch Auf Göppingen,31,27,
17,2011,12.02.2011,Frankfurter HC,SG BBM Bietigheim,37,29,
17,2011,12.02.2011,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,27,32,
17,2011,12.02.2011,SGH Rosengarten-Buchholz,Thüringer HC,22,37,
17,2011,16.02.2011,DJK MJC Trier,VfL Oldenburg,34,26,
17,2011,16.02.2011,HC Leipzig,VfL Sindelfingen,28,24,
18,2011,09.02.2011,Frisch Auf Göppingen,HC Leipzig,28,30,V 19.Sptg.
18,2011,19.02.2011,Thüringer HC,Frankfurter HC,35,29,
18,2011,19.02.2011,VfL Sindelfingen,SGH Rosengarten-Buchholz,29,24,
18,2011,19.02.2011,SG BBM Bietigheim,TSV Bayer 04 Leverkusen,35,40,
18,2011,20.02.2011,DJK MJC Trier,HSG Blomberg-Lippe,29,30,
18,2011,20.02.2011,VfL Oldenburg,Buxtehuder SV,31,22,
19,2011,12.01.2011,HC Leipzig,VfL Oldenburg,28,28,
19,2011,26.02.2011,Frankfurter HC,VfL Sindelfingen,28,21,
19,2011,26.02.2011,Buxtehuder SV,DJK MJC Trier,29,24,
19,2011,26.02.2011,HSG Blomberg-Lippe,SG BBM Bietigheim,48,33,Torrekord
19,2011,26.02.2011,SGH Rosengarten-Buchholz,Frisch Auf Göppingen,25,25,
