GameDay,Season,Game Date,Home,Away,Home Score,Away Score,Notes
22,2023,30.04.2023,SV Union Halle-Neustadt,HSG Bad Wildungen,30,25,
22,2023,30.04.2023,Buxtehuder SV,TuS Metzingen,33,28,
23,2023,06.05.2023,Thüringer HC,TSV Bayer 04 Leverkusen,34,25,
23,2023,06.05.2023,BSV Sachsen Zwickau,Buxtehuder SV,27,28,
23,2023,06.05.2023,HSG Blomberg-Lippe,SV Union Halle-Neustadt,26,23,
23,2023,06.05.2023,VfL Waiblingen,VfL Oldenburg,32,41,
23,2023,06.05.2023,Sport-Union Neckarsulm,TuS Metzingen,24,35,
23,2023,06.05.2023,HSG Bad Wildungen,BV Borussia 09 Dortmund,22,38,
23,2023,06.05.2023,SG BBM Bietigheim,HSG Bensheim/Auerbach,34,21,
24,2023,13.05.2023,Buxtehuder SV,VfL Waiblingen,39,26,
24,2023,13.05.2023,HSG Bensheim/Auerbach,HSG Bad Wildungen,39,29,
24,2023,13.05.2023,TuS Metzingen,BSV Sachsen Zwickau,33,26,
24,2023,14.05.2023,TSV Bayer 04 Leverkusen,Sport-Union Neckarsulm,33,30,
24,2023,14.05.2023,VfL Oldenburg,SG BBM Bietigheim,38,38,
24,2023,17.05.2023,SV Union Halle-Neustadt,Thüringer HC,26,31,
24,2023,17.05.2023,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,31,28,
25,2023,19.05.2023,VfL Waiblingen,TuS Metzingen,15,32,
25,2023,20.05.2023,TSV Bayer 04 Leverkusen,SV Union Halle-Neustadt,30,35,
25,2023,20.05.2023,Thüringer HC,BV Borussia 09 Dortmund,40,34,
25,2023,20.05.2023,HSG Blomberg-Lippe,HSG Bensheim/Auerbach,30,27,
25,2023,20.05.2023,Sport-Union Neckarsulm,BSV Sachsen Zwickau,28,25,
25,2023,20.05.2023,SG BBM Bietigheim,Buxtehuder SV,37,26,
25,2023,20.05.2023,HSG Bad Wildungen,VfL Oldenburg,33,35,
26,2023,27.05.2023,BSV Sachsen Zwickau,VfL Waiblingen,27,25,
26,2023,27.05.2023,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,36,25,
26,2023,27.05.2023,TuS Metzingen,SG BBM Bietigheim,32,36,
26,2023,27.05.2023,HSG Bensheim/Auerbach,Thüringer HC,28,37,
26,2023,27.05.2023,Buxtehuder SV,HSG Bad Wildungen,26,30,
26,2023,27.05.2023,VfL Oldenburg,HSG Blomberg-Lippe,37,31,
26,2023,27.05.2023,SV Union Halle-Neustadt,Sport-Union Neckarsulm,24,30,
1,2024,06.09.2023,SG BBM Bietigheim,HSV Solingen-Gräfrath 76,43,20,
1,2024,09.09.2023,Thüringer HC,TSV Bayer 04 Leverkusen,32,22,
1,2024,09.09.2023,Sport-Union Neckarsulm,TuS Metzingen,20,34,
1,2024,09.09.2023,BSV Sachsen Zwickau,HSG Blomberg-Lippe,20,32,
1,2024,09.09.2023,BV Borussia 09 Dortmund,VfL Oldenburg,30,24,
1,2024,09.09.2023,SV Union Halle-Neustadt,HSG Bad Wildungen,32,21,
1,2024,10.09.2023,Buxtehuder SV,HSG Bensheim/Auerbach,24,30,
2,2024,13.09.2023,TuS Metzingen,SG BBM Bietigheim,25,31,
2,2024,15.09.2023,VfL Oldenburg,Buxtehuder SV,33,20,
2,2024,16.09.2023,HSG Blomberg-Lippe,SV Union Halle-Neustadt,39,26,
2,2024,16.09.2023,HSG Bensheim/Auerbach,Thüringer HC,30,29,
2,2024,16.09.2023,HSV Solingen-Gräfrath 76,BSV Sachsen Zwickau,35,23,
2,2024,16.09.2023,HSG Bad Wildungen,BV Borussia 09 Dortmund,18,32,
2,2024,17.09.2023,TSV Bayer 04 Leverkusen,Sport-Union Neckarsulm,30,25,
3,2024,20.09.2023,SG BBM Bietigheim,TSV Bayer 04 Leverkusen,33,23,
3,2024,23.09.2023,Buxtehuder SV,HSG Bad Wildungen,30,24,
3,2024,23.09.2023,Sport-Union Neckarsulm,Thüringer HC,17,39,
3,2024,23.09.2023,BSV Sachsen Zwickau,TuS Metzingen,27,23,
3,2024,23.09.2023,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,31,25,
3,2024,23.09.2023,SV Union Halle-Neustadt,HSV Solingen-Gräfrath 76,31,25,
3,2024,18.10.2023,VfL Oldenburg,HSG Bensheim/Auerbach,27,29,
4,2024,06.10.2023,Thüringer HC,SG BBM Bietigheim,29,33,
4,2024,07.10.2023,HSG Blomberg-Lippe,Buxtehuder SV,29,18,
4,2024,07.10.2023,HSG Bensheim/Auerbach,Sport-Union Neckarsulm,27,23,
4,2024,07.10.2023,HSV Solingen-Gräfrath 76,BV Borussia 09 Dortmund,24,30,
4,2024,07.10.2023,HSG Bad Wildungen,VfL Oldenburg,31,36,
4,2024,07.10.2023,TSV Bayer 04 Leverkusen,BSV Sachsen Zwickau,26,25,
4,2024,07.10.2023,TuS Metzingen,SV Union Halle-Neustadt,31,26,
5,2024,18.10.2023,SG BBM Bietigheim,Sport-Union Neckarsulm,42,26,
5,2024,21.10.2023,Buxtehuder SV,HSV Solingen-Gräfrath 76,33,22,
5,2024,21.10.2023,BSV Sachsen Zwickau,Thüringer HC,23,28,
5,2024,21.10.2023,BV Borussia 09 Dortmund,TuS Metzingen,24,25,
5,2024,21.10.2023,HSG Bad Wildungen,HSG Bensheim/Auerbach,31,37,
5,2024,22.10.2023,SV Union Halle-Neustadt,TSV Bayer 04 Leverkusen,22,22,
5,2024,22.10.2023,VfL Oldenburg,HSG Blomberg-Lippe,33,31,
6,2024,25.10.2023,HSG Bensheim/Auerbach,SG BBM Bietigheim,29,29,
6,2024,28.10.2023,HSG Blomberg-Lippe,HSG Bad Wildungen,30,27,
6,2024,28.10.2023,Sport-Union Neckarsulm,BSV Sachsen Zwickau,29,34,
6,2024,28.10.2023,Thüringer HC,SV Union Halle-Neustadt,37,20,
6,2024,28.10.2023,HSV Solingen-Gräfrath 76,VfL Oldenburg,30,30,
6,2024,28.10.2023,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,27,29,
6,2024,28.10.2023,TuS Metzingen,Buxtehuder SV,29,23,
7,2024,08.11.2023,BSV Sachsen Zwickau,SG BBM Bietigheim,21,40,
7,2024,08.11.2023,HSG Blomberg-Lippe,HSG Bensheim/Auerbach,28,26,
7,2024,08.11.2023,BV Borussia 09 Dortmund,Thüringer HC,25,33,
7,2024,11.11.2023,Buxtehuder SV,TSV Bayer 04 Leverkusen,26,24,
7,2024,11.11.2023,HSG Bad Wildungen,HSV Solingen-Gräfrath 76,24,23,
7,2024,11.11.2023,SV Union Halle-Neustadt,Sport-Union Neckarsulm,28,26,
7,2024,15.11.2023,VfL Oldenburg,TuS Metzingen,30,26,
8,2024,08.11.2023,TSV Bayer 04 Leverkusen,VfL Oldenburg,29,25,
8,2024,15.11.2023,SG BBM Bietigheim,SV Union Halle-Neustadt,41,19,
8,2024,15.11.2023,BSV Sachsen Zwickau,HSG Bensheim/Auerbach,25,32,
8,2024,15.11.2023,BV Borussia 09 Dortmund,Sport-Union Neckarsulm,26,23,
8,2024,17.11.2023,HSV Solingen-Gräfrath 76,HSG Blomberg-Lippe,26,29,
8,2024,18.11.2023,Thüringer HC,Buxtehuder SV,38,23,
8,2024,18.11.2023,HSG Bad Wildungen,TuS Metzingen,32,37,
9,2024,27.12.2023,SV Union Halle-Neustadt,BSV Sachsen Zwickau,22,25,
9,2024,27.12.2023,Buxtehuder SV,Sport-Union Neckarsulm,26,24,
9,2024,27.12.2023,VfL Oldenburg,Thüringer HC,31,32,
9,2024,27.12.2023,HSG Blomberg-Lippe,TuS Metzingen,32,29,
9,2024,27.12.2023,BV Borussia 09 Dortmund,SG BBM Bietigheim,23,31,
9,2024,27.12.2023,HSG Bad Wildungen,TSV Bayer 04 Leverkusen,25,22,
9,2024,27.12.2023,HSG Bensheim/Auerbach,HSV Solingen-Gräfrath 76,37,22,
10,2024,30.12.2023,SG BBM Bietigheim,Buxtehuder SV,34,25,
10,2024,30.12.2023,BSV Sachsen Zwickau,BV Borussia 09 Dortmund,25,31,
10,2024,30.12.2023,Thüringer HC,HSG Bad Wildungen,37,28,
10,2024,30.12.2023,Sport-Union Neckarsulm,VfL Oldenburg,25,27,
10,2024,30.12.2023,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,22,24,
10,2024,30.12.2023,SV Union Halle-Neustadt,HSG Bensheim/Auerbach,20,20,
10,2024,30.12.2023,TuS Metzingen,HSV Solingen-Gräfrath 76,43,21,
11,2024,03.01.2024,HSG Blomberg-Lippe,Thüringer HC,24,30,
11,2024,03.01.2024,VfL Oldenburg,SG BBM Bietigheim,21,31,
11,2024,06.01.2024,HSG Bad Wildungen,Sport-Union Neckarsulm,23,35,
11,2024,07.01.2024,Buxtehuder SV,BSV Sachsen Zwickau,35,20,
11,2024,11.01.2024,HSG Bensheim/Auerbach,TuS Metzingen,26,25,
11,2024,12.01.2024,HSV Solingen-Gräfrath 76,TSV Bayer 04 Leverkusen,24,31,
11,2024,08.03.2024,BV Borussia 09 Dortmund,SV Union Halle-Neustadt,22,18,
12,2024,17.01.2024,Thüringer HC,HSV Solingen-Gräfrath 76,32,23,
12,2024,21.01.2024,TSV Bayer 04 Leverkusen,TuS Metzingen,29,23,
12,2024,21.01.2024,SV Union Halle-Neustadt,Buxtehuder SV,30,31,
12,2024,21.01.2024,BSV Sachsen Zwickau,VfL Oldenburg,24,30,
12,2024,21.01.2024,Sport-Union Neckarsulm,HSG Blomberg-Lippe,28,16,
12,2024,21.01.2024,BV Borussia 09 Dortmund,HSG Bensheim/Auerbach,31,28,
12,2024,14.02.2024,SG BBM Bietigheim,HSG Bad Wildungen,33,16,
13,2024,25.01.2024,HSV Solingen-Gräfrath 76,Sport-Union Neckarsulm,32,30,
13,2024,27.01.2024,Buxtehuder SV,BV Borussia 09 Dortmund,25,26,
13,2024,27.01.2024,VfL Oldenburg,SV Union Halle-Neustadt,41,26,
13,2024,27.01.2024,HSG Blomberg-Lippe,SG BBM Bietigheim,23,26,
13,2024,27.01.2024,HSG Bensheim/Auerbach,TSV Bayer 04 Leverkusen,32,26,
13,2024,27.01.2024,HSG Bad Wildungen,BSV Sachsen Zwickau,23,21,
13,2024,30.01.2024,TuS Metzingen,Thüringer HC,35,33,
14,2024,31.01.2024,VfL Oldenburg,BV Borussia 09 Dortmund,23,26,
14,2024,31.01.2024,HSV Solingen-Gräfrath 76,SG BBM Bietigheim,22,35,
14,2024,31.01.2024,HSG Bensheim/Auerbach,Buxtehuder SV,30,26,
14,2024,03.02.2024,HSG Blomberg-Lippe,BSV Sachsen Zwickau,33,20,
14,2024,03.02.2024,HSG Bad Wildungen,SV Union Halle-Neustadt,30,33,
14,2024,03.02.2024,TuS Metzingen,Sport-Union Neckarsulm,28,23,
14,2024,14.02.2024,TSV Bayer 04 Leverkusen,Thüringer HC,21,28,
15,2024,07.02.2024,SG BBM Bietigheim,TuS Metzingen,40,25,
15,2024,07.02.2024,Thüringer HC,HSG Bensheim/Auerbach,26,27,
15,2024,10.02.2024,Buxtehuder SV,VfL Oldenburg,25,24,
15,2024,10.02.2024,Sport-Union Neckarsulm,TSV Bayer 04 Leverkusen,28,34,
15,2024,10.02.2024,BSV Sachsen Zwickau,HSV Solingen-Gräfrath 76,29,28,
15,2024,10.02.2024,BV Borussia 09 Dortmund,HSG Bad Wildungen,31,18,
15,2024,10.02.2024,SV Union Halle-Neustadt,HSG Blomberg-Lippe,20,35,
16,2024,14.02.2024,HSG Bensheim/Auerbach,VfL Oldenburg,31,29,
16,2024,16.02.2024,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,26,25,
16,2024,17.02.2024,HSV Solingen-Gräfrath 76,SV Union Halle-Neustadt,28,26,
16,2024,17.02.2024,HSG Bad Wildungen,Buxtehuder SV,23,30,
16,2024,17.02.2024,TSV Bayer 04 Leverkusen,SG BBM Bietigheim,25,35,
16,2024,17.02.2024,TuS Metzingen,BSV Sachsen Zwickau,37,36,
16,2024,21.02.2024,Thüringer HC,Sport-Union Neckarsulm,35,20,
17,2024,24.02.2024,Buxtehuder SV,HSG Blomberg-Lippe,27,29,
17,2024,24.02.2024,BSV Sachsen Zwickau,TSV Bayer 04 Leverkusen,26,35,
17,2024,24.02.2024,Sport-Union Neckarsulm,HSG Bensheim/Auerbach,32,33,
17,2024,24.02.2024,BV Borussia 09 Dortmund,HSV Solingen-Gräfrath 76,23,20,
17,2024,24.02.2024,SV Union Halle-Neustadt,TuS Metzingen,23,30,
17,2024,24.02.2024,SG BBM Bietigheim,Thüringer HC,27,27,
17,2024,25.02.2024,VfL Oldenburg,HSG Bad Wildungen,48,34,
18,2024,13.03.2024,Thüringer HC,BSV Sachsen Zwickau,33,23,
18,2024,16.03.2024,HSG Blomberg-Lippe,VfL Oldenburg,29,31,
18,2024,16.03.2024,HSG Bensheim/Auerbach,HSG Bad Wildungen,43,27,
18,2024,16.03.2024,HSV Solingen-Gräfrath 76,Buxtehuder SV,24,24,
18,2024,16.03.2024,TuS Metzingen,BV Borussia 09 Dortmund,26,31,
18,2024,17.03.2024,TSV Bayer 04 Leverkusen,SV Union Halle-Neustadt,26,25,
18,2024,17.04.2024,Sport-Union Neckarsulm,SG BBM Bietigheim,24,27,
19,2024,23.03.2024,Buxtehuder SV,TuS Metzingen,27,22,
19,2024,23.03.2024,BSV Sachsen Zwickau,Sport-Union Neckarsulm,32,25,
19,2024,23.03.2024,HSG Bad Wildungen,HSG Blomberg-Lippe,23,34,
19,2024,23.03.2024,VfL Oldenburg,HSV Solingen-Gräfrath 76,34,26,
19,2024,23.03.2024,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,23,20,
19,2024,27.03.2024,SV Union Halle-Neustadt,Thüringer HC,26,32,
19,2024,27.03.2024,SG BBM Bietigheim,HSG Bensheim/Auerbach,40,31,
20,2024,30.03.2024,HSG Bensheim/Auerbach,HSG Blomberg-Lippe,31,34,
20,2024,30.03.2024,HSV Solingen-Gräfrath 76,HSG Bad Wildungen,28,28,
20,2024,30.03.2024,SG BBM Bietigheim,BSV Sachsen Zwickau,40,25,
20,2024,30.03.2024,TuS Metzingen,VfL Oldenburg,34,28,
20,2024,31.03.2024,TSV Bayer 04 Leverkusen,Buxtehuder SV,29,24,
20,2024,31.03.2024,Thüringer HC,BV Borussia 09 Dortmund,29,30,
20,2024,14.04.2024,Sport-Union Neckarsulm,SV Union Halle-Neustadt,32,21,
21,2024,20.04.2024,HSG Blomberg-Lippe,HSV Solingen-Gräfrath 76,29,25,
21,2024,20.04.2024,Sport-Union Neckarsulm,BV Borussia 09 Dortmund,24,31,
21,2024,20.04.2024,HSG Bensheim/Auerbach,BSV Sachsen Zwickau,33,24,
21,2024,20.04.2024,SV Union Halle-Neustadt,SG BBM Bietigheim,17,33,
21,2024,20.04.2024,TuS Metzingen,HSG Bad Wildungen,39,29,
21,2024,21.04.2024,Buxtehuder SV,Thüringer HC,28,32,
21,2024,21.04.2024,VfL Oldenburg,TSV Bayer 04 Leverkusen,31,20,
22,2024,27.04.2024,BSV Sachsen Zwickau,SV Union Halle-Neustadt,26,19,
22,2024,27.04.2024,Sport-Union Neckarsulm,Buxtehuder SV,29,24,
22,2024,27.04.2024,Thüringer HC,VfL Oldenburg,42,33,
22,2024,27.04.2024,HSV Solingen-Gräfrath 76,HSG Bensheim/Auerbach,32,37,
22,2024,27.04.2024,SG BBM Bietigheim,BV Borussia 09 Dortmund,31,20,
22,2024,27.04.2024,TuS Metzingen,HSG Blomberg-Lippe,33,21,
22,2024,28.04.2024,TSV Bayer 04 Leverkusen,HSG Bad Wildungen,27,24,
23,2024,04.05.2024,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,25,20,
23,2024,04.05.2024,HSG Bensheim/Auerbach,SV Union Halle-Neustadt,25,21,
23,2024,04.05.2024,HSV Solingen-Gräfrath 76,TuS Metzingen,28,32,
23,2024,04.05.2024,BV Borussia 09 Dortmund,BSV Sachsen Zwickau,33,16,
23,2024,04.05.2024,HSG Bad Wildungen,Thüringer HC,21,35,
23,2024,05.05.2024,VfL Oldenburg,Sport-Union Neckarsulm,35,29,
23,2024,08.05.2024,Buxtehuder SV,SG BBM Bietigheim,32,38,
24,2024,11.05.2024,BSV Sachsen Zwickau,Buxtehuder SV,32,34,
24,2024,11.05.2024,SG BBM Bietigheim,VfL Oldenburg,38,27,
24,2024,11.05.2024,Sport-Union Neckarsulm,HSG Bad Wildungen,35,27,
24,2024,11.05.2024,SV Union Halle-Neustadt,BV Borussia 09 Dortmund,28,28,
24,2024,11.05.2024,Thüringer HC,HSG Blomberg-Lippe,33,27,
24,2024,11.05.2024,TuS Metzingen,HSG Bensheim/Auerbach,29,30,
24,2024,12.05.2024,TSV Bayer 04 Leverkusen,HSV Solingen-Gräfrath 76,33,27,
25,2024,18.05.2024,VfL Oldenburg,BSV Sachsen Zwickau,30,26,
25,2024,18.05.2024,HSG Bensheim/Auerbach,BV Borussia 09 Dortmund,29,28,
25,2024,18.05.2024,HSV Solingen-Gräfrath 76,Thüringer HC,32,38,
25,2024,18.05.2024,Buxtehuder SV,SV Union Halle-Neustadt,29,27,
25,2024,18.05.2024,HSG Blomberg-Lippe,Sport-Union Neckarsulm,32,37,
25,2024,18.05.2024,HSG Bad Wildungen,SG BBM Bietigheim,24,41,
25,2024,18.05.2024,TuS Metzingen,TSV Bayer 04 Leverkusen,24,19,
26,2024,25.05.2024,BV Borussia 09 Dortmund,Buxtehuder SV,29,21,
26,2024,25.05.2024,Thüringer HC,TuS Metzingen,28,29,
26,2024,25.05.2024,SV Union Halle-Neustadt,VfL Oldenburg,24,37,
26,2024,25.05.2024,Sport-Union Neckarsulm,HSV Solingen-Gräfrath 76,34,29,
26,2024,25.05.2024,BSV Sachsen Zwickau,HSG Bad Wildungen,34,26,
26,2024,25.05.2024,SG BBM Bietigheim,HSG Blomberg-Lippe,35,27,
26,2024,25.05.2024,TSV Bayer 04 Leverkusen,HSG Bensheim/Auerbach,23,30,
1,2025,04.09.2024,HB Ludwigsburg,Frisch Auf Göppingen,35,28,
1,2025,07.09.2024,Sport-Union Neckarsulm,HSG Bensheim/Auerbach,27,30,
1,2025,07.09.2024,BV Borussia 09 Dortmund,Buxtehuder SV,25,25,
1,2025,08.09.2024,TSV Bayer 04 Leverkusen,Thüringer HC,17,28,
1,2025,08.09.2024,BSV Sachsen Zwickau,HSG Blomberg-Lippe,27,21,
1,2025,02.10.2024,TuS Metzingen,VfL Oldenburg,26,27,
2,2025,11.09.2024,HSG Bensheim/Auerbach,HB Ludwigsburg,28,33,
2,2025,13.09.2024,Thüringer HC,BV Borussia 09 Dortmund,29,30,
2,2025,14.09.2024,HSG Blomberg-Lippe,TSV Bayer 04 Leverkusen,25,16,
2,2025,14.09.2024,Frisch Auf Göppingen,BSV Sachsen Zwickau,26,22,
2,2025,15.09.2024,Buxtehuder SV,TuS Metzingen,30,30,
2,2025,15.09.2024,VfL Oldenburg,Sport-Union Neckarsulm,28,25,
3,2025,21.09.2024,HSG Bensheim/Auerbach,VfL Oldenburg,28,29,
3,2025,21.09.2024,Sport-Union Neckarsulm,Buxtehuder SV,31,24,
3,2025,21.09.2024,BV Borussia 09 Dortmund,HSG Blomberg-Lippe,22,21,
3,2025,21.09.2024,TuS Metzingen,Thüringer HC,29,36,
3,2025,09.11.2024,TSV Bayer 04 Leverkusen,Frisch Auf Göppingen,19,20,
3,2025,13.11.2024,HB Ludwigsburg,BSV Sachsen Zwickau,39,18,
4,2025,09.10.2024,HSG Blomberg-Lippe,TuS Metzingen,26,21,
4,2025,09.10.2024,VfL Oldenburg,HB Ludwigsburg,23,32,
4,2025,11.10.2024,Frisch Auf Göppingen,BV Borussia 09 Dortmund,30,32,
4,2025,12.10.2024,Buxtehuder SV,HSG Bensheim/Auerbach,25,35,
4,2025,12.10.2024,Thüringer HC,Sport-Union Neckarsulm,27,24,
4,2025,29.01.2025,BSV Sachsen Zwickau,TSV Bayer 04 Leverkusen,27,26,
5,2025,16.10.2024,HB Ludwigsburg,TSV Bayer 04 Leverkusen,32,19,
5,2025,19.10.2024,VfL Oldenburg,Buxtehuder SV,36,32,
5,2025,19.10.2024,HSG Bensheim/Auerbach,Thüringer HC,38,31,
5,2025,19.10.2024,BSV Sachsen Zwickau,BV Borussia 09 Dortmund,24,34,
5,2025,19.10.2024,TuS Metzingen,Frisch Auf Göppingen,41,29,
5,2025,20.10.2024,Sport-Union Neckarsulm,HSG Blomberg-Lippe,31,37,
6,2025,01.11.2024,HSG Blomberg-Lippe,HSG Bensheim/Auerbach,28,24,
6,2025,02.11.2024,BSV Sachsen Zwickau,TuS Metzingen,28,22,
6,2025,02.11.2024,Thüringer HC,VfL Oldenburg,41,31,
6,2025,02.11.2024,Buxtehuder SV,HB Ludwigsburg,34,41,
6,2025,03.11.2024,TSV Bayer 04 Leverkusen,BV Borussia 09 Dortmund,19,27,
6,2025,03.11.2024,Frisch Auf Göppingen,Sport-Union Neckarsulm,27,28,
7,2025,30.10.2024,Buxtehuder SV,Thüringer HC,26,29,
7,2025,30.10.2024,TuS Metzingen,TSV Bayer 04 Leverkusen,35,27,
7,2025,30.10.2024,BV Borussia 09 Dortmund,HB Ludwigsburg,33,28,
7,2025,16.11.2024,HSG Bensheim/Auerbach,Frisch Auf Göppingen,27,30,
7,2025,16.11.2024,BSV Sachsen Zwickau,Sport-Union Neckarsulm,28,24,
7,2025,17.11.2024,VfL Oldenburg,HSG Blomberg-Lippe,29,29,
8,2025,22.12.2024,BV Borussia 09 Dortmund,TuS Metzingen,33,29,
8,2025,22.12.2024,TSV Bayer 04 Leverkusen,Sport-Union Neckarsulm,20,21,
8,2025,22.12.2024,Frisch Auf Göppingen,VfL Oldenburg,25,23,
8,2025,22.12.2024,HSG Blomberg-Lippe,Buxtehuder SV,34,20,
8,2025,23.12.2024,BSV Sachsen Zwickau,HSG Bensheim/Auerbach,29,39,
8,2025,29.01.2025,HB Ludwigsburg,Thüringer HC,40,32,
9,2025,27.12.2024,Buxtehuder SV,Frisch Auf Göppingen,27,26,
9,2025,27.12.2024,VfL Oldenburg,BSV Sachsen Zwickau,24,23,
9,2025,27.12.2024,HSG Bensheim/Auerbach,TSV Bayer 04 Leverkusen,39,18,
9,2025,27.12.2024,Thüringer HC,HSG Blomberg-Lippe,23,21,
9,2025,27.12.2024,Sport-Union Neckarsulm,BV Borussia 09 Dortmund,28,31,
9,2025,27.12.2024,TuS Metzingen,HB Ludwigsburg,23,33,
10,2025,29.12.2024,BV Borussia 09 Dortmund,HSG Bensheim/Auerbach,25,30,
10,2025,29.12.2024,TSV Bayer 04 Leverkusen,VfL Oldenburg,16,26,
10,2025,29.12.2024,BSV Sachsen Zwickau,Buxtehuder SV,20,27,
10,2025,29.12.2024,TuS Metzingen,Sport-Union Neckarsulm,30,25,
10,2025,29.12.2024,HB Ludwigsburg,HSG Blomberg-Lippe,32,24,
10,2025,30.12.2024,Frisch Auf Göppingen,Thüringer HC,26,29,
11,2025,04.01.2025,Buxtehuder SV,TSV Bayer 04 Leverkusen,26,22,
11,2025,04.01.2025,HSG Blomberg-Lippe,Frisch Auf Göppingen,34,22,
11,2025,04.01.2025,Thüringer HC,BSV Sachsen Zwickau,31,26,
11,2025,04.01.2025,HSG Bensheim/Auerbach,TuS Metzingen,24,34,
11,2025,05.01.2025,VfL Oldenburg,BV Borussia 09 Dortmund,27,28,
11,2025,05.01.2025,Sport-Union Neckarsulm,HB Ludwigsburg,21,30,
12,2025,08.01.2025,HSG Blomberg-Lippe,BSV Sachsen Zwickau,31,20,
12,2025,08.01.2025,Frisch Auf Göppingen,HB Ludwigsburg,23,32,
12,2025,08.01.2025,HSG Bensheim/Auerbach,Sport-Union Neckarsulm,35,28,
12,2025,08.01.2025,Buxtehuder SV,BV Borussia 09 Dortmund,21,28,
12,2025,08.01.2025,Thüringer HC,TSV Bayer 04 Leverkusen,32,18,
12,2025,10.01.2025,VfL Oldenburg,TuS Metzingen,24,26,
13,2025,15.01.2025,TSV Bayer 04 Leverkusen,HSG Blomberg-Lippe,22,31,
13,2025,15.01.2025,HB Ludwigsburg,HSG Bensheim/Auerbach,37,25,
13,2025,15.01.2025,BV Borussia 09 Dortmund,Thüringer HC,23,33,
13,2025,18.01.2025,Sport-Union Neckarsulm,VfL Oldenburg,26,27,
13,2025,18.01.2025,TuS Metzingen,Buxtehuder SV,38,35,
13,2025,12.03.2025,BSV Sachsen Zwickau,Frisch Auf Göppingen,29,29,
14,2025,22.01.2025,BSV Sachsen Zwickau,HB Ludwigsburg,23,32,
14,2025,22.01.2025,VfL Oldenburg,HSG Bensheim/Auerbach,36,25,
14,2025,22.01.2025,HSG Blomberg-Lippe,BV Borussia 09 Dortmund,29,25,
14,2025,22.01.2025,Thüringer HC,TuS Metzingen,28,28,
14,2025,25.01.2025,Buxtehuder SV,Sport-Union Neckarsulm,36,23,
14,2025,25.01.2025,Frisch Auf Göppingen,TSV Bayer 04 Leverkusen,33,21,
15,2025,01.02.2025,Sport-Union Neckarsulm,Thüringer HC,29,26,
15,2025,01.02.2025,HSG Bensheim/Auerbach,Buxtehuder SV,32,28,
15,2025,01.02.2025,BV Borussia 09 Dortmund,Frisch Auf Göppingen,32,30,
15,2025,01.02.2025,HB Ludwigsburg,VfL Oldenburg,34,22,
15,2025,01.02.2025,TuS Metzingen,HSG Blomberg-Lippe,18,29,
15,2025,26.03.2025,TSV Bayer 04 Leverkusen,BSV Sachsen Zwickau,24,24,
16,2025,04.02.2025,TSV Bayer 04 Leverkusen,HB Ludwigsburg,22,40,
16,2025,05.02.2025,HSG Blomberg-Lippe,Sport-Union Neckarsulm,34,26,
16,2025,05.02.2025,Thüringer HC,HSG Bensheim/Auerbach,36,35,
16,2025,05.02.2025,BV Borussia 09 Dortmund,BSV Sachsen Zwickau,31,25,
16,2025,08.02.2025,Frisch Auf Göppingen,TuS Metzingen,26,35,
16,2025,08.02.2025,Buxtehuder SV,VfL Oldenburg,31,28,
17,2025,12.02.2025,VfL Oldenburg,Thüringer HC,25,29,
17,2025,12.02.2025,BV Borussia 09 Dortmund,TSV Bayer 04 Leverkusen,30,27,
17,2025,12.02.2025,HSG Bensheim/Auerbach,HSG Blomberg-Lippe,31,21,
17,2025,13.02.2025,HB Ludwigsburg,Buxtehuder SV,42,24,
17,2025,15.02.2025,Sport-Union Neckarsulm,Frisch Auf Göppingen,31,27,
17,2025,15.02.2025,TuS Metzingen,BSV Sachsen Zwickau,34,24,
18,2025,19.02.2025,HSG Blomberg-Lippe,VfL Oldenburg,28,22,
18,2025,19.02.2025,Frisch Auf Göppingen,HSG Bensheim/Auerbach,34,32,
18,2025,19.02.2025,HB Ludwigsburg,BV Borussia 09 Dortmund,40,29,
18,2025,19.02.2025,Thüringer HC,Buxtehuder SV,31,26,
18,2025,22.02.2025,Sport-Union Neckarsulm,BSV Sachsen Zwickau,35,27,
18,2025,23.02.2025,TSV Bayer 04 Leverkusen,TuS Metzingen,15,28,
19,2025,15.03.2025,Sport-Union Neckarsulm,TSV Bayer 04 Leverkusen,27,20,
19,2025,15.03.2025,HSG Bensheim/Auerbach,BSV Sachsen Zwickau,36,29,
19,2025,15.03.2025,Thüringer HC,HB Ludwigsburg,22,23,
19,2025,15.03.2025,TuS Metzingen,BV Borussia 09 Dortmund,30,32,
19,2025,16.03.2025,Buxtehuder SV,HSG Blomberg-Lippe,26,28,
19,2025,16.03.2025,VfL Oldenburg,Frisch Auf Göppingen,25,26,
20,2025,19.03.2025,Frisch Auf Göppingen,Buxtehuder SV,33,30,
20,2025,19.03.2025,HB Ludwigsburg,TuS Metzingen,41,28,
20,2025,20.03.2025,HSG Blomberg-Lippe,Thüringer HC,36,31,
